"layer","layer_name","x","y","visual_label","visual_text","visual_behavior","behavior","parameter_summary","text_parameters","select_parameters","checked_modifiers"
"7","7","3","1","3 PD","Key Press","Key Press","Key Press","Keypad 3 and PageDn","default_transform: | Key::Keypad 3 and PageDn","default_transform:default_transform",""
"7","7","4","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","5","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","7","1","9 PU","Key Press","Key Press","Key Press","Keypad 9 and PageUp","default_transform: | Key::Keypad 9 and PageUp","default_transform:default_transform",""
"7","7","8","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","9","1","↑","Key Press","Key Press","Key Press","Keyboard UpArrow","default_transform: | Key::Keyboard UpArrow","default_transform:default_transform",""
"7","7","10","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","11","1","3 PD","Key Press","Key Press","Key Press","Keypad 3 and PageDn","default_transform: | Key::Keypad 3 and PageDn","default_transform:default_transform",""
"7","7","12","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","0","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","1","2","←","Key Press","Key Press","Key Press","Keyboard LeftArrow","default_transform: | Key::Keyboard LeftArrow","default_transform:default_transform",""
"7","7","2","2","↓","Key Press","Key Press","Key Press","Keyboard DownArrow","default_transform: | Key::Keyboard DownArrow","default_transform:default_transform",""
"7","7","3","2","→","Key Press","Key Press","Key Press","Keyboard RightArrow","default_transform: | Key::Keyboard RightArrow","default_transform:default_transform",""
"7","7","4","2","Z","Key Press","Key Press","Key Press","Keyboard Z","default_transform: | Key::Keyboard Z","default_transform:default_transform",""
"7","7","5","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","7","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","8","2","←","Key Press","Key Press","Key Press","Keyboard LeftArrow","default_transform: | Key::Keyboard LeftArrow","default_transform:default_transform",""
"7","7","9","2","↓","Key Press","Key Press","Key Press","Keyboard DownArrow","default_transform: | Key::Keyboard DownArrow","default_transform:default_transform",""
"7","7","10","2","→","Key Press","Key Press","Key Press","Keyboard RightArrow","default_transform: | Key::Keyboard RightArrow","default_transform:default_transform",""
"7","7","11","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","12","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","0","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","1","3","X","Key Press","Key Press","Key Press","Keyboard X","default_transform: | Key::Keyboard X","default_transform:default_transform",""
"7","7","2","3","C","Key Press","Key Press","Key Press","Keyboard C","default_transform: | Key::Keyboard C","default_transform:default_transform",""
"7","7","3","3","Shft","Key Press","Key Press","Key Press","Keyboard LeftShift","default_transform: | Key::Keyboard LeftShift","default_transform:default_transform",""
"7","7","4","3","Esc","Key Press","Key Press","Key Press","Keyboard Escape","default_transform: | Key::Keyboard Escape","default_transform:default_transform",""
"7","7","5","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","7","3","Z","Key Press","Key Press","Key Press","Keyboard Z","default_transform: | Key::Keyboard Z","default_transform:default_transform",""
"7","7","8","3","X","Key Press","Key Press","Key Press","Keyboard X","default_transform: | Key::Keyboard X","default_transform:default_transform",""
"7","7","9","3","C","Key Press","Key Press","Key Press","Keyboard C","default_transform: | Key::Keyboard C","default_transform:default_transform",""
"7","7","10","3","Shft","Key Press","Key Press","Key Press","Keyboard LeftShift","default_transform: | Key::Keyboard LeftShift","default_transform:default_transform",""
"7","7","11","3","Esc","Key Press","Key Press","Key Press","Keyboard Escape","default_transform: | Key::Keyboard Escape","default_transform:default_transform",""
"7","7","12","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"7","7","3","4","Exit Base","To Layer","To Layer","To Layer","default_transform","default_transform:","default_transform:default_transform | Layer::0",""
"7","7","4","4","␣","Key Press","Key Press","Key Press","Keyboard Spacebar","default_transform: | Key::Keyboard Spacebar","default_transform:default_transform",""
"7","7","5","4","Exit Base","To Layer","To Layer","To Layer","default_transform","default_transform:","default_transform:default_transform | Layer::0",""
"7","7","7","4","Exit Base","To Layer","To Layer","To Layer","default_transform","default_transform:","default_transform:default_transform | Layer::0",""
"7","7","8","4","Exit Base","To Layer","To Layer","To Layer","default_transform","default_transform:","default_transform:default_transform | Layer::0",""
"7","7","4","5","Click","Mouse Key Press","Mouse Key Press","Mouse Key Press","default_transform","default_transform:","default_transform:default_transform | select:MB1",""
"7","7","5","5","Right Click","Mouse Key Press","Mouse Key Press","Mouse Key Press","default_transform","default_transform:","default_transform:default_transform | select:MB2",""
"7","7","7","5","Ret","Key Press","Key Press","Key Press","Keyboard Return Enter","default_transform: | Key::Keyboard Return Enter","default_transform:default_transform",""
"8","8","0","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","1","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","2","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","3","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","4","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","5","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","7","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","8","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","9","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","10","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","11","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","12","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","0","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","1","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","2","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","3","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","4","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","5","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","7","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","8","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","9","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","10","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","11","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","12","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","0","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","1","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","2","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","3","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","4","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","5","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","7","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","8","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","9","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","10","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","11","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","12","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","0","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","1","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","2","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","3","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","4","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","5","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","7","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","8","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","9","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","10","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","11","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","12","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","3","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","4","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","5","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","7","4","Exit Travel","To Layer","To Layer","To Layer","default_transform","default_transform:","default_transform:default_transform | Layer::0",""
"8","8","8","4","Exit Travel","To Layer","To Layer","To Layer","default_transform","default_transform:","default_transform:default_transform | Layer::0",""
"8","8","4","5","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","5","5","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"8","8","7","5","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","0","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","1","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","2","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","3","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","4","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","5","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","7","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","8","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","9","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","10","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","11","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","12","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","0","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","1","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","2","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","3","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","4","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","5","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","7","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","8","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","9","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","10","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","11","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","12","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","0","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","1","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","2","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","3","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","4","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","5","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","7","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","8","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","9","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","10","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","11","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","12","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","0","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","1","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","2","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","3","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","4","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","5","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","7","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","8","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","9","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","10","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","11","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","12","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","3","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","4","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","5","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","7","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","8","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","4","5","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","5","5","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"9","9","7","5","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","0","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","1","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","2","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","3","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","4","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","5","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","7","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","8","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","9","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","10","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","11","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","12","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","0","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","1","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","2","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","3","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","4","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","5","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","7","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","8","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","9","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","10","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","11","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","12","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","0","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","1","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","2","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","3","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","4","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","5","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","7","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","8","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","9","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","10","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","11","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","12","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","0","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","1","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","2","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","3","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","4","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","5","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","7","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","8","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","9","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","10","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","11","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","12","3","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","3","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","4","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","5","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","7","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","8","4","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","4","5","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","5","5","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"10","10","7","5","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
